,주차장관리번호,주차장명,주차장구분,주차장유형,소재지지번주소,주차구획수,평일운영시작시각,평일운영종료시각,토요일운영시작시각,토요일운영종료시각,공휴일운영시작시각,공휴일운영종료시각,주차기본시간,주차기본요금,추가단위시간,추가단위요금,관리기관명,lat,lng
131,144-1-000004,학장지구대주변,공영,노상,부산광역시 사상구 학장동 242-1,224,8:00,20:00,8:00,15:00,0:00,0:00,10,100,10.0,100.0,부산광역시 사상구청,35.1460848,128.9838273
132,144-1-000005,한국강관주변,공영,노상,부산광역시 사상구 감전동 949-7,339,8:00,20:00,8:00,15:00,0:00,0:00,10,100,10.0,100.0,부산광역시 사상구청,35.1476735,128.9729367
133,144-1-000006,위생처리장주변,공영,노상,부산광역시 사상구 감전동 509-11,229,8:00,20:00,8:00,15:00,0:00,0:00,10,100,10.0,100.0,부산광역시 사상구청,35.137349,128.9681963
134,144-1-000007,동영공업주변,공영,노상,부산광역시 사상구 학장동 748-1,414,8:00,20:00,8:00,15:00,0:00,0:00,10,100,10.0,100.0,부산광역시 사상구청,35.1407482,128.9757326
135,144-1-000008,공영주차장(주례역),공영,노상,부산광역시 사상구 주례동 506,22,8:00,20:00,8:00,15:00,0:00,0:00,10,300,10.0,300.0,부산광역시 사상구청,35.1500081,129.0041032
136,144-1-000009,공영주차장(사상초등학교),공영,노상,부산광역시 사상구 덕포동 752-3,31,8:00,20:00,8:00,15:00,0:00,0:00,10,100,10.0,100.0,부산광역시 사상구청,35.1674516,128.985584
137,144-1-000010,공영주차장(사상전화국),공영,노상,부산광역시 사상구 학장동 281-9,267,8:00,20:00,8:00,15:00,0:00,0:00,10,100,10.0,100.0,부산광역시 사상구청,35.1468629,128.9915428
138,144-1-000011,해표사료주변,공영,노상,부산광역시 사상구 감전동 127-1,106,8:00,20:00,8:00,15:00,0:00,0:00,10,100,10.0,100.0,부산광역시 사상구청,35.1573741,128.9755458
139,144-1-000012,공영주차장(신일금속),공영,노상,부산광역시 사상구 학장동 723-1,389,8:00,20:00,8:00,15:00,0:00,0:00,10,100,10.0,100.0,부산광역시 사상구청,35.14700740000001,128.9789756
140,144-1-000013,모라1동주민자치센터,공영,노상,부산광역시 사상구 모라동 1347-4,121,8:00,20:00,8:00,15:00,0:00,0:00,10,100,10.0,100.0,부산광역시 사상구청,35.1909161,128.9912795
141,144-1-000014,삼락재첩거리주변,공영,노상,부산광역시 사상구 삼락동 70-21,127,8:00,20:00,8:00,15:00,0:00,0:00,10,100,10.0,100.0,부산광역시 사상구청,35.1932544,128.9858494
142,144-1-000015,엄궁외식1번가주변,공영,노상,부산광역시 사상구 엄궁동 652-7,74,8:00,20:00,8:00,15:00,0:00,0:00,10,100,10.0,100.0,부산광역시 사상구청,35.1265554,128.9670998
143,144-1-000016,학장동주민센터주변,공영,노상,부산광역시 사상구 학장동 386-1,214,8:00,20:00,8:00,15:00,0:00,0:00,10,100,10.0,100.0,부산광역시 사상구청,35.1441066,128.9873327
144,144-1-000017,동서고가도로밑주변,공영,노상,부산광역시 사상구 주례동 394,92,8:00,20:00,8:00,15:00,0:00,0:00,10,100,10.0,100.0,부산광역시 사상구청,35.1524844,129.0028858
145,144-1-000018,동신운수옆복개공영주차장,공영,노상,부산광역시 사상구 주례동 1160-53,91,8:00,20:00,8:00,15:00,0:00,0:00,10,100,10.0,100.0,부산광역시 사상구청,35.1490568,128.9986854
146,144-1-000019,주례오거리공영주차장,공영,노상,부산광역시 사상구 주례동 743-2,95,8:00,20:00,8:00,15:00,0:00,0:00,10,100,10.0,100.0,부산광역시 사상구청,35.1508529,129.0004842
147,144-1-000020,감전중천주변,공영,노상,부산광역시 사상구 감전동 150-1,191,8:00,20:00,8:00,15:00,0:00,0:00,10,100,10.0,100.0,부산광역시 사상구청,35.1541654,128.9771868
148,144-2-000001,엄궁초등학교지하주차장,공영,노외,부산광역시 사상구 엄궁동 47,93,0:00,0:00,0:00,0:00,0:00,0:00,10,100,10.0,100.0,부산광역시 사상구청,35.1291981,128.9746688
149,144-2-000002,학장천공영주차장,공영,노외,부산광역시 사상구 주례동 1287,90,0:00,0:00,0:00,0:00,0:00,0:00,10,100,10.0,100.0,부산광역시 사상구청,35.1450669,128.994562
150,144-2-000003,덕포백양공원공영주차장,공영,노외,부산광역시 사상구 덕포동 776-1,50,0:00,0:00,0:00,0:00,0:00,0:00,10,100,10.0,100.0,부산광역시 사상구청,35.174904,128.9895954
151,144-2-000004,양지2공원주변,공영,노외,부산광역시 사상구 주례동 314,74,0:00,0:00,0:00,0:00,0:00,0:00,10,100,10.0,100.0,부산광역시 사상구청,35.1540902,129.0044673
152,144-2-000005,고동바위공영주차장,공영,노외,부산광역시 사상구 모라동 1359,41,0:00,0:00,0:00,0:00,0:00,0:00,10,100,10.0,100.0,부산광역시 사상구청,35.188172,128.990314
153,144-2-000006,모라중학교 지하(노외),공영,노외,부산광역시 사상구 모라동 1348,136,0:00,0:00,0:00,0:00,0:00,0:00,10,100,10.0,100.0,부산광역시 사상구청,35.1902523,128.9926407
154,144-2-000007,감전역 역세권 공영주차장,공영,노외,부산광역시 사상구 모라동 1348,215,0:00,0:00,0:00,0:00,0:00,0:00,10,100,10.0,100.0,부산광역시 사상구청,35.1902523,128.9926407
155,143-1-000001,남천1동 공영주차장,공영,노상,"부산광역시 수영구 남천동 554, 568 일원",66,10:00,22:00,10:00,22:00,0:00,0:00,10,200,10.0,200.0,부산광역시 수영구청,35.1386412,129.1140829
156,143-2-000002,민락매립지 공영주차장,공영,노외,"부산광역시 수영구 민락동 113-46, 50",128,0:00,0:00,0:00,0:00,0:00,0:00,10,300,10.0,300.0,부산광역시 수영구청,35.1548766,129.1272769
157,143-2-000003,광안리해수욕장 공영주차장,공영,노외,부산광역시 수영구 광안동 198-3,54,0:00,0:00,0:00,0:00,0:00,0:00,10,500,10.0,500.0,부산광역시 수영구청,35.1514896,129.1161314
158,143-2-000006,망미동노외공영주차장,공영,노외,부산광역시 수영구 망미동 979-73,171,0:00,0:00,0:00,0:00,0:00,0:00,10,100,10.0,100.0,부산광역시 수영구청,35.1704762,129.0969004
159,143-1-000007,민락수변공원 공영주차장,공영,노상,부산광역시 수영구 민락동 110-7,43,10:00,2:00,10:00,2:00,10:00,2:00,10,300,10.0,300.0,부산광역시 수영구청,35.156643,129.1334871
160,143-1-000008,민락해변공원 공영주차장,공영,노상,부산광역시 수영구 민락동 181-78,26,10:00,2:00,10:00,2:00,10:00,2:00,10,300,10.0,300.0,부산광역시 수영구청,35.1542953,129.1265786
161,135-2-000001,금강공원공영주차장,공영,노외,부산광역시 동래구 온천동 102-10,190,0:00,0:00,0:00,0:00,0:00,0:00,0,0,0.0,0.0,051-550-4532,35.2229949,129.0774303
162,135-2-000002,사적공원공영주차장,공영,노외,부산광역시 동래구 명륜동 146,242,0:00,0:00,0:00,0:00,0:00,0:00,10,100,10.0,100.0,051-550-6635,35.2110122,129.0887974
163,135-2-000003,명장동공영주차장,공영,노외,부산광역시 동래구 명장동 538,148,0:00,0:00,0:00,0:00,0:00,0:00,10,100,10.0,100.0,051-550-4532,35.2105209,129.0979824
164,135-2-000004,동래시장공영주차장,공영,노외,부산광역시 동래구 복천동 241,36,8:00,20:00,8:00,20:00,8:00,20:00,10,300,10.0,300.0,부산광역시 동래구청,35.2045049,129.0857158
165,135-1-000001,새동래3차아파트앞 공영주차장,공영,노상,부산광역시 동래구 수안동 42,72,8:00,20:00,8:00,15:00,0:00,0:00,10,100,10.0,100.0,부산광역시 동래구청,35.19617840000001,129.0867645
166,132-1-000001,LIG사옥옆,공영,노상,부산광역시 동구 범일동 830-9,21,8:00,21:00,8:00,21:00,8:00,21:00,10,500,,,부산광역시 동구청,35.137973,129.0650944
167,132-1-000002,SK증권앞,공영,노상,부산광역시 동구 범일동 830-9,17,8:00,21:00,8:00,21:00,8:00,21:00,10,500,,,부산광역시 동구청,35.137973,129.0650944
168,132-1-000003,SK텔레콤앞,공영,노상,부산광역시 동구 범일동 829-1,13,8:00,21:00,8:00,21:00,8:00,21:00,10,500,,,부산광역시 동구청,35.1369939,129.0632689
169,132-2-000004,가구거리 공영,공영,노외,부산광역시 동구 범일동 183,64,0:00,23:59,0:00,23:59,0:00,23:59,10,300,,,부산광역시 동구청,35.1362085,129.0554658
170,132-1-000006,구봉성당복개도로,공영,노상,부산광역시 동구 초량동 1118,47,8:00,21:00,8:00,21:00,8:00,21:00,10,100,,,부산광역시 동구청,35.1246131,129.0383369
171,132-1-000007,국일주택뒤,공영,노상,부산광역시 동구 수정동 1178-43,60,8:00,21:00,8:00,21:00,8:00,21:00,10,100,,,부산광역시 동구청,35.1284521,129.0389683
172,132-1-000008,금복주앞,공영,노상,부산광역시 동구 초량동 1150-7,9,8:00,21:00,8:00,21:00,8:00,21:00,10,500,,,부산광역시 동구청,35.1255272,129.0467099
173,132-1-000009,금성빌딩앞,공영,노상,부산광역시 동구 초량동 1195-2,13,8:00,21:00,8:00,21:00,8:00,21:00,10,500,,,부산광역시 동구청,35.1184538,129.0429607
174,132-1-000010,눌원빌딩옆,공영,노상,부산광역시 동구 범일동 825-3,25,8:00,21:00,8:00,21:00,8:00,21:00,10,300,,,부산광역시 동구청,35.1366403,129.0650397
175,132-2-000011,독도주차장,공영,노외,부산광역시 동구 좌천동 722,42,0:00,23:59,0:00,23:59,0:00,23:59,10,100,,,부산광역시 동구청,35.1357214,129.0531223
176,132-2-000012,동구공영주차빌딩,공영,노외,부산광역시 동구 초량동 1204-9,152,0:00,23:59,0:00,23:59,0:00,23:59,10,300,,,부산광역시 동구청,35.1135087,129.0401377
177,132-2-000013,동구청 공영,공영,노외,부산광역시 동구 수정동 806-74,142,0:00,23:59,0:00,23:59,0:00,23:59,10,300,,,부산광역시 동구청,35.129335,129.0454233
178,132-2-000014,동구체육공원,공영,노외,부산광역시 동구 수정동 711-4,51,0:00,23:59,0:00,23:59,0:00,23:59,10,100,,,부산광역시 동구청,35.1323349,129.0385985
179,132-1-000015,명진빌딩1.2,공영,노상,부산광역시 동구 초량동 1154-1,11,8:00,21:00,8:00,21:00,8:00,21:00,10,500,,,부산광역시 동구청,35.1252474,129.0465483
180,132-1-000016,명진빌딩뒤,공영,노상,부산광역시 동구 초량동 1154-1,14,8:00,21:00,8:00,21:00,8:00,21:00,10,500,,,부산광역시 동구청,35.1252474,129.0465483
181,132-1-000017,모정장앞,공영,노상,부산광역시 동구 초량동 1195-1,11,8:00,21:00,8:00,21:00,8:00,21:00,10,500,,,부산광역시 동구청,35.1183747,129.0431528
182,132-2-000018,범일1동공영주차장,공영,노외,부산광역시 동구 범일동 1338-11,45,0:00,23:59,0:00,23:59,0:00,23:59,10,100,,,부산광역시 동구청,35.1395355,129.0532921
183,132-2-000019,범일4동 제2공영,공영,노외,부산광역시 동구 범일동 1511-4,28,0:00,23:59,0:00,23:59,0:00,23:59,10,100,,,부산광역시 동구청,35.1434638,129.0495502
184,132-2-000020,범일4동공영,공영,노외,부산광역시 동구 범일동 1424-7,19,0:00,23:59,0:00,23:59,0:00,23:59,10,100,,,부산광역시 동구청,35.1405218,129.0516116
185,132-1-000021,범일5동 시간제주차장,공영,노상,부산광역시 동구 범일동 252-8,23,21:00,7:00,21:00,7:00,21:00,7:00,10,0,,,부산광역시 동구청,35.1337311,129.0566485
186,132-2-000023,범일초등공영,공영,노외,부산광역시 동구 범일동 1411-3,90,0:00,23:59,0:00,23:59,0:00,23:59,10,100,,,부산광역시 동구청,35.13912639999999,129.0500585
187,132-1-000024,봉생병원옆,공영,노상,부산광역시 동구 좌천동 682-1,12,8:00,21:00,8:00,21:00,8:00,21:00,10,300,,,부산광역시 동구청,35.1309523,129.0503957
188,132-1-000026,부산일보별관,공영,노상,부산광역시 동구 초량동 1213-1,37,8:00,21:00,8:00,21:00,8:00,21:00,10,500,,,부산광역시 동구청,35.1128682,129.0401998
189,132-2-000027,성북공영주차장,공영,노외,부산광역시 동구 좌천동 910-3,47,0:00,23:59,0:00,23:59,0:00,23:59,10,100,,,부산광역시 동구청,35.1372417,129.0479604
190,132-1-000028,세방텔레콤앞,공영,노상,부산광역시 동구 좌천동 68-1,35,8:00,21:00,8:00,21:00,8:00,21:00,10,300,,,부산광역시 동구청,35.1299063,129.0528302
191,132-2-000029,수성초등학교지하공영주차장,공영,노외,부산광역시 동구 수정동 488-3,54,0:00,23:59,0:00,23:59,0:00,23:59,10,100,,,부산광역시 동구청,35.1343013,129.0427371
192,132-2-000030,수정1동공영,공영,노외,부산광역시 동구 수정동 1043-60,54,0:00,23:59,0:00,23:59,0:00,23:59,10,100,,,부산광역시 동구청,35.1248233,129.0389408
193,132-2-000031,수정2동공영,공영,노외,부산광역시 동구 수정동 771-210,28,0:00,23:59,0:00,23:59,0:00,23:59,10,100,,,부산광역시 동구청,35.1305957,129.0391765
194,132-2-000032,수정2동제2공영,공영,노외,부산광역시 동구 수정동 785-8,38,0:00,23:59,0:00,23:59,0:00,23:59,10,100,,,부산광역시 동구청,35.13013,129.0419641
195,132-2-000033,수정4동공영,공영,노외,부산광역시 동구 수정동 968-11,38,0:00,23:59,0:00,23:59,0:00,23:59,10,100,,,부산광역시 동구청,35.127348,129.0416895
196,132-2-000034,수정5동공영,공영,노외,부산광역시 동구 수정동 410,49,0:00,23:59,0:00,23:59,0:00,23:59,10,100,,,부산광역시 동구청,35.1373066,129.046391
197,132-1-000035,수정변전소,공영,노상,부산광역시 동구 초량동 1159-9,11,8:00,21:00,8:00,21:00,8:00,21:00,10,500,,,부산광역시 동구청,35.1228162,129.0448869
198,132-2-000036,수정산(동여중)공영,공영,노외,부산광역시 동구 수정동 600-3,52,0:00,23:59,0:00,23:59,0:00,23:59,10,100,,,부산광역시 동구청,35.1329381,129.040467
199,132-2-000037,수정초등학교 지하공영주차장,공영,노외,부산광역시 동구 수정동 464-2,52,0:00,23:59,0:00,23:59,0:00,23:59,10,100,,,부산광역시 동구청,35.1315051,129.0463025
200,132-2-000038,수정터널밑,공영,노외,부산광역시 동구 좌천동 68-595,75,0:00,23:59,0:00,23:59,0:00,23:59,10,300,,,부산광역시 동구청,35.13130150000001,129.0558523
201,132-2-000039,수정터널진입로밑,공영,노외,부산광역시 동구 좌천동 68-569,21,0:00,23:59,0:00,23:59,0:00,23:59,10,300,,,부산광역시 동구청,35.1313466,129.0564761
202,132-1-000040,스카이웨이,공영,노상,부산광역시 동구 초량동 827-246,53,0:00,23:59,0:00,23:59,0:00,23:59,10,100,,,부산광역시 동구청,35.1213775,129.032907
203,132-1-000042,범일전화국뒤,공영,노상,부산광역시 동구 범일동 830-29,6,8:00,21:00,8:00,21:00,8:00,21:00,10,500,,,부산광역시 동구청,35.1377085,129.0624662
204,132-1-000043,왕자빌딩앞,공영,노상,부산광역시 동구 초량동 1196-4,14,8:00,21:00,8:00,21:00,8:00,21:00,10,500,,,부산광역시 동구청,35.117256,129.0425275
205,132-1-000045,자성대 서문옆,공영,노상,부산광역시 동구 범일동 321-10,9,8:00,21:00,8:00,21:00,8:00,21:00,10,500,,,부산광역시 동구청,35.1363009,129.0602643
206,132-1-000046,자유시장 뒤,공영,노상,부산광역시 동구 범일동 830-24,32,8:00,23:59,8:00,23:59,8:00,23:59,10,500,,,부산광역시 동구청,35.1409213,129.0610957
207,132-1-000047,수정2동 업무지,공영,노상,부산광역시 동구 수정동 79-850,9,0:00,23:59,0:00,23:59,0:00,23:59,10,0,,,부산광역시 동구청,35.1274036,129.0479902
208,132-1-000048,좌1-1(주거지),공영,노상,부산광역시 동구 좌천동 733-12,24,0:00,23:59,0:00,23:59,0:00,23:59,10,0,,,부산광역시 동구청,35.1361096,129.0535651
209,132-1-000049,좌1-2(주거지),공영,노상,부산광역시 동구 좌천동 800-59,29,0:00,23:59,0:00,23:59,0:00,23:59,10,0,,,부산광역시 동구청,35.1336136,129.0510795
210,132-1-000050,좌1-3(주거지),공영,노상,부산광역시 동구 좌천동 749-4,45,0:00,23:59,0:00,23:59,0:00,23:59,10,0,,,부산광역시 동구청,35.1356594,129.0515359
211,132-1-000052,좌1-5(주거지),공영,노상,부산광역시 동구 좌천동 834-10,63,0:00,23:59,0:00,23:59,0:00,23:59,10,0,,,부산광역시 동구청,35.1325843,129.0479468
212,132-1-000053,좌1-6(주거지),공영,노상,부산광역시 동구 좌천동 187-2,8,0:00,23:59,0:00,23:59,0:00,23:59,10,0,,,부산광역시 동구청,35.1330031,129.0540232
213,132-1-000054,좌4-1(주거지),공영,노상,부산광역시 동구 좌천동 905-15,5,0:00,23:59,0:00,23:59,0:00,23:59,10,0,,,부산광역시 동구청,35.1379389,129.0482272
214,132-1-000055,좌4-2(주거지),공영,노상,부산광역시 동구 좌천동 862-4,60,0:00,23:59,0:00,23:59,0:00,23:59,10,0,,,부산광역시 동구청,35.1342285,129.0481533
215,132-1-000056,좌4-3(주거지),공영,노상,부산광역시 동구 좌천동 892-13,14,0:00,23:59,0:00,23:59,0:00,23:59,10,0,,,부산광역시 동구청,35.1365169,129.04963
216,132-1-000057,좌4-4(주거지),공영,노상,부산광역시 동구 좌천동 919-11,12,0:00,23:59,0:00,23:59,0:00,23:59,10,0,,,부산광역시 동구청,35.1359866,129.04811
217,132-1-000058,초1-1(주거지),공영,노상,부산광역시 동구 초량동 1064-207,27,0:00,23:59,0:00,23:59,0:00,23:59,10,0,,,부산광역시 동구청,35.1152294,129.0347744
218,132-1-000059,초1-2(주거지),공영,노상,부산광역시 동구 초량동 1130-2,18,0:00,23:59,0:00,23:59,0:00,23:59,10,0,,,부산광역시 동구청,35.1147174,129.035301
219,132-1-000060,초1-3(주거지),공영,노상,부산광역시 동구 초량동 994-13,3,0:00,23:59,0:00,23:59,0:00,23:59,10,0,,,부산광역시 동구청,35.1161385,129.0361922
220,132-1-000061,초1-4(주거지),공영,노상,부산광역시 동구 초량동 981-58,5,0:00,23:59,0:00,23:59,0:00,23:59,10,0,,,부산광역시 동구청,35.1178627,129.0365333
221,132-1-000062,초2-1(주거지),공영,노상,부산광역시 동구 초량동 865-238,12,0:00,23:59,0:00,23:59,0:00,23:59,10,0,,,부산광역시 동구청,35.1175533,129.0339152
222,132-2-000063,초2-3(주거지),공영,노외,부산광역시 동구 초량동 906-74,3,0:00,23:59,0:00,23:59,0:00,23:59,10,0,,,부산광역시 동구청,35.1190801,129.0352081
223,132-1-000064,초2-4(주거지),공영,노상,부산광역시 동구 초량동 865-42,6,0:00,23:59,0:00,23:59,0:00,23:59,10,0,,,부산광역시 동구청,35.1178513,129.0339551
224,132-1-000065,초3-1(주거지),공영,노상,부산광역시 동구 초량동 664-26,6,0:00,23:59,0:00,23:59,0:00,23:59,10,0,,,부산광역시 동구청,35.1220119,129.038418
225,132-1-000066,초4-1(주거지),공영,노상,부산광역시 동구 초량동 827-6,24,0:00,23:59,0:00,23:59,0:00,23:59,10,0,,,부산광역시 동구청,35.1213285,129.0338992
