,주차장관리번호,주차장명,주차장구분,주차장유형,소재지지번주소,주차구획수,평일운영시작시각,평일운영종료시각,토요일운영시작시각,토요일운영종료시각,공휴일운영시작시각,공휴일운영종료시각,주차기본시간,주차기본요금,추가단위시간,추가단위요금,관리기관명,lat,lng
528,141-4-000003,현대주차장,민영,노외,"부산광역시 강서구 대저2동 2400, 2401-1, 2401-6",84,9:30,0:00,9:30,0:00,9:30,0:00,10,0,,,부산광역시 강서구,35.1762368,128.9504715
529,141-4-000003,현대주차장,민영,노외,"부산광역시 강서구 대저2동 2400, 2401-1, 2401-6",84,9:30,0:00,9:30,0:00,9:30,0:00,10,0,,,부산광역시 강서구,35.1762368,128.9504715
530,141-4-000010,가락주차장,민영,노외,부산광역시 강서구 죽림동 177,20,9:30,0:00,9:30,0:00,9:30,0:00,10,0,,,부산광역시 강서구,35.2038157,128.90194
531,141-4-000011,대저주차장,민영,노외,부산광역시 강서구 대저1동 2377-27,38,9:30,0:00,9:30,0:00,9:30,0:00,10,0,,,부산광역시 강서구,35.2145961,128.9809067
532,141-4-000009,동원주차장,민영,노외,부산광역시 강서구 대저2동 2081-5,61,9:30,0:00,9:30,0:00,9:30,0:00,10,0,,,부산광역시 강서구,35.1792408,128.9532644
533,141-4-000008,김해주차장,민영,노외,부산광역시 강서구 대저2동 2160-2,22,9:30,0:00,9:30,0:00,9:30,0:00,10,0,,,부산광역시 강서구,35.1773608,128.9508173
534,141-4-000007,강동주차장,민영,노외,부산광역시 강서구 대저2동 2078,118,9:30,0:00,9:30,0:00,9:30,0:00,10,0,,,부산광역시 강서구,35.1792576,128.9520558
535,141-4-000006,VIP주차장(B동),민영,노외,부산광역시 강서구 대저2동 2062-1,150,9:30,0:00,9:30,0:00,9:30,0:00,10,0,,,부산광역시 강서구,35.1802417,128.9534528
536,141-4-000005,부산주차장,민영,노외,부산광역시 강서구 대저2동 2058-3,54,9:30,0:00,9:30,0:00,9:30,0:00,10,0,,,부산광역시 강서구,35.1794665,128.9542584
537,141-4-000004,신공항주차장,민영,노외,부산광역시 강서구 대저2동 2699,15,9:30,0:00,9:30,0:00,9:30,0:00,10,0,,,부산광역시 강서구,35.1718389,128.9547083
538,141-4-000002,광남주차장,민영,노외,부산광역시 강서구 대저2동 1858-1,245,9:30,0:00,9:30,0:00,9:30,0:00,10,0,,,부산광역시 강서구,35.1817664,128.9541963
539,141-4-000001,신흥주차장,민영,노외,부산광역시 강서구 대저2동 1884-2,170,9:30,0:00,9:30,0:00,9:30,0:00,10,0,,,부산광역시 강서구,35.18225049999999,128.9576154
540,141-2-000008,유통단지1로40번길공영주차장,공영,노외,부산광역시 강서구 대저2동 3135,58,9:30,0:00,9:30,0:00,9:30,0:00,10,0,0.0,0.0,부산광역시 강서구,35.167323,128.9537883
541,141-2-000007,천성~외양포간도로2공구 공영주차장,공영,노외,부산광역시 강서구 대항동 산 13-31,60,9:30,0:00,9:30,0:00,9:30,0:00,10,0,0.0,0.0,부산광역시 강서구,35.0101167,128.8264513
542,141-2-000006,송정동 공영주차장,공영,노외,부산광역시 강서구 송정동 1440,69,9:30,0:00,9:30,0:00,9:30,0:00,10,0,0.0,0.0,부산광역시 강서구,35.1012618,128.8417113
543,141-2-000005,행복마을 공영주차장,공영,노외,부산광역시 강서구 명지동 3254-7,25,9:30,0:00,9:30,0:00,9:30,0:00,10,0,0.0,0.0,부산광역시 강서구,35.0866071,128.9105088
544,141-2-000005,명지시장공영주차장,공영,노외,부산광역시 강서구 명지동 1-377,15,9:30,0:00,9:30,0:00,9:30,0:00,10,100,10.0,100.0,부산광역시 강서구,35.1128079,128.9313292
545,141-2-000003,지양곡 공영주차장,공영,노외,부산광역시 강서구 천성동 271-22,99,9:30,0:00,9:30,0:00,9:30,0:00,10,0,0.0,0.0,부산광역시 강서구,35.0213769,128.8225376
546,141-2-000004,대항공영 주차장,공영,노외,,89,9:30,0:00,9:30,0:00,9:30,0:00,10,0,0.0,0.0,부산광역시 강서구,36.12707109999999,-79.86071799999999
547,141-1-000002,오션시티중앙상가공영주차장,공영,노상,부산광역시 강서구 명지동 3282,75,9:30,0:00,9:30,0:00,9:30,0:00,10,0,0.0,0.0,부산광역시 강서구,35.0842777,128.9036664
548,141-2-000003,녹산산단공영주차장,공영,노외,부산광역시 강서구 송정동 1759,144,9:30,0:00,9:30,0:00,9:30,0:00,10,0,0.0,0.0,부산광역시 강서구,35.0839735,128.840152
549,141-1-000001,명지IC공영주차장,공영,노상,부산광역시 강서구 명지동 1-395,36,9:30,0:00,9:30,0:00,9:30,0:00,10,100,10.0,100.0,부산광역시 강서구,35.1118668,128.931573
550,141-4-000074,보성주차장,민영,노외,부산광역시 강서구 대저2동 3972-1,30,9:30,0:00,9:30,0:00,9:30,0:00,10,0,,,부산광역시 강서구,35.157032,128.9545583
551,141-4-000073,강서주차장,민영,노외,부산광역시 강서구 대저2동 1873-2,30,9:30,0:00,9:30,0:00,9:30,0:00,10,0,,,부산광역시 강서구,35.1839541,128.9583095
552,141-4-000072,발렛주차장,민영,노외,부산광역시 강서구 대저2동 2032-7,15,9:30,0:00,9:30,0:00,9:30,0:00,10,0,,,부산광역시 강서구,35.1786952,128.9551332
553,141-4-000071,유카주차장,민영,노외,부산광역시 강서구 대저2동 2157,10,9:30,0:00,9:30,0:00,9:30,0:00,10,0,,,부산광역시 강서구,35.1776599,128.9507307
554,141-4-000070,명성주차장,민영,노외,"부산광역시 강서구 대저2동 2095-2,2094-9",33,9:30,0:00,9:30,0:00,9:30,0:00,10,0,,,부산광역시 강서구,35.1767219,128.9540034
555,141-4-000069,준주차장,민영,노외,부산광역시 강서구 범방동 1883-1,13,9:30,0:00,9:30,0:00,9:30,0:00,10,0,,,부산광역시 강서구,35.1660756,128.8827018
556,141-4-000067,강서제이주차장,민영,노외,부산광역시 강서구 대저2동 1843-6,18,9:30,0:00,9:30,0:00,9:30,0:00,10,0,,,부산광역시 강서구,35.180787,128.9559778
557,141-4-000066,차차주차장,민영,노외,부산광역시 강서구 대저2동 2058-5,30,9:30,0:00,9:30,0:00,9:30,0:00,10,0,,,부산광역시 강서구,35.1794003,128.9539678
558,141-4-000065,ABC주차장,민영,노외,부산광역시 강서구 대저2동 2455-1,40,9:30,0:00,9:30,0:00,9:30,0:00,10,0,,,부산광역시 강서구,35.1751505,128.9540422
559,141-4-000076,무지개주차장,민영,노외,부산광역시 강서구 대저1동 1314-8,17,9:30,0:00,9:30,0:00,9:30,0:00,10,0,,,부산광역시 강서구,35.21660809999999,128.9687027
560,141-4-000075,김해공항라운지주차장,민영,노외,부산광역시 강서구 대저2동 2493-2,46,9:30,0:00,9:30,0:00,9:30,0:00,10,0,,,부산광역시 강서구,35.1761133,128.9557386
561,141-4-000017,고정주차장,민영,노외,부산광역시 강서구 명지동 1-667,11,9:30,0:00,9:30,0:00,9:30,0:00,10,0,,,부산광역시 강서구,35.1135323,128.9323115
562,141-4-000016,신포주차장,민영,노외,부산광역시 강서구 명지동 1-658,15,9:30,0:00,9:30,0:00,9:30,0:00,10,0,,,부산광역시 강서구,35.1131626,128.9324423
563,141-4-000015,명지주차장,민영,노외,부산광역시 강서구 명지동 1-377,50,9:30,0:00,9:30,0:00,9:30,0:00,10,0,,,부산광역시 강서구,35.1128079,128.9313292
564,141-4-000014,거양주차장,민영,노외,부산광역시 강서구 명지동 616-97,19,9:30,0:00,9:30,0:00,9:30,0:00,10,0,,,부산광역시 강서구,35.1093048,128.9301924
565,141-4-000012,부자집주차장,민영,노외,부산광역시 강서구 대저1동 2345-11,10,9:30,0:00,9:30,0:00,9:30,0:00,10,0,,,부산광역시 강서구,35.2120786,128.9832312
566,141-4-000010,가락주차장,민영,노외,부산광역시 강서구 죽림동 931,20,9:30,0:00,9:30,0:00,9:30,0:00,10,0,,,부산광역시 강서구,35.1928725,128.9037791
567,141-4-000009,동원주차장,민영,노외,부산광역시 강서구 대저2동 2081-5,61,9:30,0:00,9:30,0:00,9:30,0:00,10,0,,,부산광역시 강서구,35.1792408,128.9532644
568,141-4-000008,김해주차장,민영,노외,부산광역시 강서구 대저2동 2162-6,22,9:30,0:00,9:30,0:00,9:30,0:00,10,0,,,부산광역시 강서구,35.1766238,128.9505474
569,141-4-000007,강동주차장,민영,노외,"부산광역시 강서구 대저2동 3134-1, 2108-1, 2107-1",118,9:30,0:00,9:30,0:00,9:30,0:00,10,0,,,부산광역시 강서구,35.2054649,128.9687252
570,141-4-000004,신공항주차장,민영,노외,부산광역시 강서구 대저2동 2405-2,15,9:30,0:00,9:30,0:00,9:30,0:00,10,0,,,부산광역시 강서구,35.1753654,128.9505558
571,141-4-000002,광남주차장,민영,노외,부산광역시 강서구 대저2동 1858-1,245,9:30,0:00,9:30,0:00,9:30,0:00,10,0,,,부산광역시 강서구,35.1817664,128.9541963
572,141-4-000026,강서주차장,민영,노외,부산광역시 강서구 대저1동 2376-2,12,9:30,0:00,9:30,0:00,9:30,0:00,10,0,,,부산광역시 강서구,35.2140197,128.9810744
573,141-4-000025,부영주차장,민영,노외,부산광역시 강서구 대저2동 3903,23,9:30,0:00,9:30,0:00,9:30,0:00,10,0,,,부산광역시 강서구,35.1618089,128.9549642
574,141-4-000024,신호주차장,민영,노외,부산광역시 강서구 신호동 186,270,9:30,0:00,9:30,0:00,9:30,0:00,10,0,,,부산광역시 강서구,35.0982334,128.8669834
575,141-4-000023,녹산종합주차장,민영,노외,부산광역시 강서구 신호동 186,28,9:30,0:00,9:30,0:00,9:30,0:00,10,0,,,부산광역시 강서구,35.0982334,128.8669834
576,141-4-000022,동양주차장,민영,노외,부산광역시 강서구 녹산동 92-1,20,9:30,0:00,9:30,0:00,9:30,0:00,10,0,,,부산광역시 강서구,35.1198464,128.8963794
577,141-4-000021,우리들주차장,민영,노외,부산광역시 강서구 녹산동 1277-9,11,9:30,0:00,9:30,0:00,9:30,0:00,10,0,,,부산광역시 강서구,35.1179226,128.8885637
578,141-4-000020,우현주차장,민영,노외,부산광역시 강서구 대저2동 2021-6,34,9:30,0:00,9:30,0:00,9:30,0:00,10,0,,,부산광역시 강서구,35.1800098,128.9557666
579,141-4-000019,삼성주차장,민영,노외,"부산광역시 강서구 대저2동 2405-2,3131-6,3131-7,3132-2,3134-4,3134-5",144,9:30,0:00,9:30,0:00,9:30,0:00,10,0,,,부산광역시 강서구,35.1753654,128.9505558
580,141-4-000018,대보주차장,민영,노외,부산광역시 강서구 대저1동 2377-22,14,9:30,0:00,9:30,0:00,9:30,0:00,10,0,,,부산광역시 강서구,35.2145961,128.9809067
581,141-4-000038,엔투로지스주차장,민영,노외,부산광역시 강서구 구랑동 1193-5,78,9:30,0:00,9:30,0:00,9:30,0:00,10,0,,,부산광역시 강서구,35.1257615,128.8563838
582,141-4-000036,부용주차장,민영,노외,부산광역시 강서구 대저2동 4440,20,9:30,0:00,9:30,0:00,9:30,0:00,10,0,,,부산광역시 강서구,35.1493181,128.9511999
583,134-1-000001,가야중복도로,공영,노상,부산광역시 부산진구 가야동 656-14,160,8:00,21:00,8:00,21:00,8:00,21:00,10,200,10.0,200.0,부산광역시 부산진구청,35.1510918,129.025387
584,134-1-000002,가야공원진입로,공영,노상,부산광역시 부산진구 가야동 596-7,41,8:00,21:00,8:00,21:00,8:00,21:00,10,200,10.0,200.0,부산광역시 부산진구청,35.1507248,129.029757
585,134-1-000003,신부산빌딩 앞(소망빌딩),공영,노상,부산광역시 부산진구 범천동 839-39,28,8:00,21:00,12:00,19:00,0:00,0:00,10,500,10.0,500.0,부산광역시 부산진구청,35.1420643,129.0614079
586,134-1-000004,범천동신암로,공영,노상,부산광역시 부산진구 범천동 1234-36,102,8:00,21:00,8:00,21:00,8:00,21:00,10,200,10.0,200.0,부산광역시 부산진구청,35.1486932,129.0533399
587,134-1-000005,경남공고 뒤,공영,노상,부산광역시 부산진구 전포동 870-1,27,8:00,21:00,8:00,21:00,8:00,21:00,10,300,10.0,300.0,부산광역시 부산진구청,35.1537937,129.0654498
588,134-2-000001,주례초등학교,공영,노외,부산광역시 부산진구 개금동 630-5,70,0:00,23:59,0:00,23:59,0:00,23:59,10,300,10.0,300.0,부산광역시 부산진구청,35.1456457,129.018428
589,134-2-000002,유원오피스텔 뒤,공영,노외,부산광역시 부산진구 부전동 474-97,12,0:00,23:59,0:00,23:59,0:00,23:59,10,700,10.0,700.0,부산광역시 부산진구청,35.1597337,129.0551692
590,134-2-000003,가야공원,공영,노외,부산광역시 부산진구 가야동 491-11,41,0:00,23:59,0:00,23:59,0:00,23:59,10,200,10.0,200.0,부산광역시 부산진구청,35.1467277,129.0295881
591,139-1-000016,통일아시아드공원 일원 노상공영,공영,노상,부산광역시 사하구 다대동 1595,100,8:00,20:00,8:00,15:00,0:00,0:00,10,100,,,부산광역시 사하구청,35.0391713,128.9689015
592,139-1-000015,삼환아파트 후문 노상공영,공영,노상,부산광역시 사하구 다대동 25-4,70,8:00,20:00,8:00,15:00,0:00,0:00,10,100,,,부산광역시 사하구청,35.0556365,128.9674986
593,139-1-000014,하단동 유수지 공영주차장,공영,노상,부산광역시 사하구 하단동 1172,18,8:00,20:00,8:00,15:00,0:00,0:00,10,100,,,부산광역시 사하구청,35.1031321,128.9568142
594,139-1-000013,에코팩토리 존 노상공영주차장,공영,노상,부산광역시 사하구 신평동 664,42,8:00,20:00,8:00,15:00,0:00,0:00,10,100,,,부산광역시 사하구청,35.0925135,128.9568185
595,139-1-000012,장림포구,공영,노상,부산광역시 사하구 장림동 1092,98,8:00,20:00,8:00,15:00,0:00,0:00,10,100,,,부산광역시 사하구청,35.079368,128.9515836
596,139-1-000011,하단5일상설시장 공영주차장,공영,노상,부산광역시 사하구 하단동 621,37,8:00,21:00,8:00,21:00,8:00,21:00,10,200,,,부산광역시 사하구청,35.1038046,128.9714257
597,139-1-000010,장림2동 공영주차장,공영,노상,부산광역시 사하구 장림동 569-1,83,8:00,20:00,8:00,15:00,0:00,0:00,10,100,,,부산광역시 사하구청,35.0724128,128.9729318
598,139-1-000009,장림 동원로얄듀크 앞 공영주차장,공영,노상,부산광역시 사하구 장림동 875-4,60,8:00,20:00,8:00,15:00,0:00,0:00,10,100,,,부산광역시 사하구청,35.0789969,128.9645579
599,139-1-000008,신평패션칼라 공영주차장,공영,노상,부산광역시 사하구 신평동 664,94,8:00,20:00,8:00,15:00,0:00,0:00,10,100,,,부산광역시 사하구청,35.0925135,128.9568185
600,139-1-000007,동성화학 앞 공영주차장,공영,노상,부산광역시 사하구 신평동 370-116,47,8:00,20:00,8:00,15:00,0:00,0:00,10,100,,,부산광역시 사하구청,35.0841966,128.9591712
601,139-1-000006,대한제강 앞 복합 공영주차장,공영,노상,부산광역시 사하구 신평동 370-17,168,8:00,20:00,8:00,15:00,0:00,0:00,10,100,,,부산광역시 사하구청,35.087398,128.9650187
602,139-1-000005,도시철도 신평역 앞 공영주차장,공영,노상,부산광역시 사하구 신평동 665,49,8:00,20:00,8:00,15:00,0:00,0:00,10,200,,,부산광역시 사하구청,35.0939343,128.9603282
603,139-1-000004,신평골목시장 공영주차장,공영,노상,부산광역시 사하구 신평동 99-9,18,8:00,21:00,8:00,21:00,8:00,21:00,10,200,,,부산광역시 사하구청,35.0924458,128.977517
604,139-1-000003,괴정천복개로(하단동) 공영주차장,공영,노상,부산광역시 사하구 하단동 870-6,131,8:00,20:00,8:00,15:00,0:00,0:00,10,200,,,부산광역시 사하구청,35.1029161,128.9681246
605,139-1-000002,괴정천복개로(당리동) 공영주차장,공영,노상,부산광역시 사하구 당리동 333,89,8:00,20:00,8:00,15:00,0:00,0:00,10,200,,,부산광역시 사하구청,35.100768,128.9769034
606,139-1-000001,사하구청 앞 공영주차장,공영,노상,부산광역시 사하구 당리동 317-100,29,8:00,20:00,8:00,15:00,0:00,0:00,10,300,,,부산광역시 사하구청,35.1037084,128.974997
607,139-2-000020,장림골목시장 공영주차장,공영,노외,부산광역시 사하구 장림동 328-4,144,0:00,23:59,0:00,23:59,0:00,23:59,10,100,,,부산광역시 사하구청,35.0821458,128.9670118
608,139-2-000019,하단1동 공영주차장,공영,노외,부산광역시 사하구 하단동 53,60,0:00,23:59,0:00,23:59,0:00,23:59,10,200,,,부산광역시 사하구청,35.1031952,128.9707659
609,139-2-000018,하단동 광장 공영주차장,공영,노외,부산광역시 사하구 하단동 1163,42,0:00,23:59,0:00,23:59,0:00,23:59,10,200,,,부산광역시 사하구청,35.106553,128.9574904
610,139-2-000017,사릿골 공영주차장,공영,노외,부산광역시 사하구 괴정동 237-4,27,0:00,23:59,0:00,23:59,0:00,23:59,10,200,,,부산광역시 사하구청,35.1040814,128.9984886
611,139-2-000016,신평골목시장 공영주차장,공영,노외,부산광역시 사하구 신평동 99-9,15,0:00,23:59,0:00,23:59,0:00,23:59,10,200,,,부산광역시 사하구청,35.0924458,128.977517
612,139-2-000015,감천1동 공영주차장,공영,노외,부산광역시 사하구 감천동 12,104,0:00,23:59,0:00,23:59,0:00,23:59,10,100,,,부산광역시 사하구청,35.09568730000001,129.0087615
613,139-2-000014,감천문화마을 공영주차장,공영,노외,부산광역시 사하구 감천동 17-46,27,0:00,23:59,0:00,23:59,0:00,23:59,10,100,,,부산광역시 사하구청,35.0916834,129.007439
614,139-2-000013,회화나무 공영주차장,공영,노외,부산광역시 사하구 괴정동 514-4,62,0:00,23:59,0:00,23:59,0:00,23:59,10,200,,,부산광역시 사하구청,35.0967579,128.9922991
615,139-2-000012,중앙 공영주차장,공영,노외,부산광역시 사하구 다대동 1552-20,156,0:00,23:59,0:00,23:59,0:00,23:59,10,200,,,부산광역시 사하구청,35.0485245,128.9656157
616,139-2-000011,몰운대 공영주차장,공영,노외,부산광역시 사하구 다대동 482-3,230,0:00,23:59,0:00,23:59,0:00,23:59,10,200,,,부산광역시 사하구청,35.0478181,128.9659054
617,139-2-000010,다대2동 공영주차장,공영,노외,부산광역시 사하구 다대동 1585,66,0:00,23:59,0:00,23:59,0:00,23:59,10,100,,,부산광역시 사하구청,35.0717369,128.9833168
618,139-2-000009,하단동 유수지 공영주차장,공영,노외,부산광역시 사하구 하단동 1172,28,0:00,23:59,0:00,23:59,0:00,23:59,10,100,,,부산광역시 사하구청,35.1031321,128.9568142
619,139-2-000008,감내 공영주차장,공영,노외,부산광역시 사하구 감천동 16-485,50,0:00,23:59,0:00,23:59,0:00,23:59,10,100,,,부산광역시 사하구청,35.0921181,129.0081791
620,139-2-000007,감천2동 공영주차장,공영,노외,부산광역시 사하구 감천동 12,40,0:00,23:59,0:00,23:59,0:00,23:59,10,100,,,부산광역시 사하구청,35.09568730000001,129.0087615
621,139-2-000006,감정초교 지하 공영주차장,공영,노외,부산광역시 사하구 감천동 10-2,79,0:00,23:59,0:00,23:59,0:00,23:59,10,100,,,부산광역시 사하구청,35.0968702,129.0110047
622,139-2-000005,장림동 복합 공영주차장,공영,노외,부산광역시 사하구 장림동 1144-1,236,0:00,23:59,0:00,23:59,0:00,23:59,10,100,,,부산광역시 사하구청,35.0814833,128.9614575
623,139-2-000004,장림 노외 공영주차장,공영,노외,부산광역시 사하구 장림동 328-4,53,0:00,23:59,0:00,23:59,0:00,23:59,10,100,,,부산광역시 사하구청,35.0821458,128.9670118
624,139-2-000003,신평장림산업단지 공영주차장,공영,노외,부산광역시 사하구 신평동 545-2,140,0:00,23:59,0:00,23:59,0:00,23:59,10,200,,,부산광역시 사하구청,35.0887728,128.973341
625,139-2-000002,을숙도 공영주차장,공영,노외,부산광역시 사하구 하단동 1149-5,340,0:00,23:59,0:00,23:59,0:00,23:59,10,100,,,부산광역시 사하구청,35.1095844,128.9475163
626,139-2-000001,동주마루 공영주차장,공영,노외,부산광역시 사하구 괴정동 380-36,48,0:00,23:59,0:00,23:59,0:00,23:59,10,100,,,부산광역시 사하구청,35.1001421,129.0022345
627,130-1-000001,중앙동 교보생명 옆 공영주차장,공영,노상,부산광역시 중구 중앙동4가 85-1,40,9:00,20:00,0:00,0:00,0:00,0:00,10,500,10.0,500.0,부산광역시중구청,35.1074818,129.0378465
628,130-1-000002,중부소방서 뒤 공영주차장,공영,노상,부산광역시 중구 중앙동4가 82-1,41,9:00,20:00,0:00,0:00,0:00,0:00,10,500,10.0,500.0,부산광역시중구청,35.1089834,129.0374377
629,130-1-000003,중앙동 객화차담 밑 공영주차장,공영,노상,부산광역시 중구 중앙동4가 90-1,68,9:00,20:00,0:00,0:00,0:00,0:00,10,500,10.0,500.0,부산광역시중구청,35.1083332,129.0391527
630,130-1-000004,중앙동 마린센터 공영주차장,공영,노상,부산광역시 중구 중앙동4가 75-1,45,9:00,20:00,0:00,0:00,0:00,0:00,10,500,10.0,500.0,부산광역시중구청,35.1110994,129.0389674
631,130-1-000005,중앙동 KT 뒤 공영주차장,공영,노상,부산광역시 중구 중앙동4가 76-7,56,9:00,20:00,0:00,0:00,9:30,0:00,10,500,10.0,500.0,부산광역시중구청,35.1113517,129.0385559
632,130-1-000006,부산데파트 뒤 공영주차장,공영,노상,부산광역시 중구 중앙동2가 49-31,74,9:00,20:00,9:00,20:00,9:00,20:00,10,500,10.0,500.0,부산광역시중구청,35.1026892,129.0355142
633,130-1-000007,부산우체국 뒤 공영주차장,공영,노상,부산광역시 중구 중앙동4가 63-1,42,9:00,20:00,9:00,20:00,9:00,20:00,10,500,10.0,500.0,부산광역시중구청,35.1064492,129.0355815
634,130-1-000008,국제회관 옆 공영주차장,공영,노상,부산광역시 중구 중앙동6가 79-9,23,9:00,20:00,0:00,0:00,0:00,0:00,10,500,10.0,500.0,부산광역시중구청,35.0994174,129.0374854
635,130-1-000009,유창빌딩 앞 공영주차장,공영,노상,부산광역시 중구 중앙동4가 25-2,20,9:00,20:00,0:00,0:00,0:00,0:00,10,500,10.0,500.0,부산광역시중구청,35.1041451,129.0367578
636,130-1-000010,신한은행부산금융센터 뒤 공영주차장,공영,노상,부산광역시 중구 동광동1가 2,13,9:00,20:00,0:00,0:00,9:30,0:00,10,500,10.0,500.0,부산광역시중구청,35.0994297,129.0356188
637,130-1-000012,국제시장로 1구간 공영주차장,공영,노상,부산광역시 중구 신창동4가 60-3,29,10:00,21:00,10:00,21:00,10:00,21:00,10,700,10.0,500.0,부산광역시중구청,35.1008479,129.0280709
638,130-1-000013,광복로 부평동구간 공영주차장,공영,노상,부산광역시 중구 부평동1가 35-11,17,10:00,21:00,10:00,21:00,10:00,21:00,10,700,10.0,500.0,부산광역시중구청,35.09958659999999,129.0264955
639,130-1-000014,보수복개천 공영주차장,공영,노상,부산광역시 중구 부평동3가 58-3,24,9:00,20:00,0:00,0:00,0:00,0:00,10,300,10.0,300.0,부산광역시중구청,35.1005247,129.0239758
640,130-1-000015,자갈치시장 앞 공영주차장,공영,노상,부산광역시 중구 남포동4가 37-1,30,10:00,21:00,10:00,21:00,10:00,21:00,10,700,10.0,700.0,부산광역시중구청,35.0966394,129.0305933
641,130-1-000016,건어물시장 공영주차장,공영,노상,부산광역시 중구 남포동4가 44-10,8,8:00,19:00,8:00,19:00,8:00,19:00,10,700,10.0,700.0,부산광역시중구청,35.0984216,129.0311082
642,130-2-000001,중앙동 공영주차장,공영,노외,부산광역시 중구 중앙동4가 52-3,29,0:00,0:00,0:00,0:00,0:00,0:00,10,500,10.0,500.0,부산광역시중구청,35.1059048,129.035262
643,130-2-000002,영주 공영주차장,공영,노외,부산광역시 중구 영주동 462-51,43,0:00,0:00,0:00,0:00,0:00,0:00,10,100,10.0,100.0,부산광역시중구청,35.1108277,129.0321563
644,130-2-000003,용두산 공영주차장,공영,노외,부산광역시 중구 대청동1가 43-1,292,0:00,0:00,0:00,0:00,0:00,0:00,10,500,10.0,500.0,부산광역시중구청,35.1024505,129.032949
645,130-2-000004,보수 공영주차장,공영,노외,부산광역시 중구 보수동1가 146-18,34,0:00,0:00,0:00,0:00,0:00,0:00,10,100,10.0,100.0,부산광역시중구청,35.1039266,129.0280175
646,130-2-000005,보수종합시장 공영주차장,공영,노외,부산광역시 중구 보수동3가 45,10,0:00,0:00,0:00,0:00,9:30,0:00,10,300,10.0,300.0,부산광역시중구청,35.1043343,129.0223299
647,130-2-000006,대청 공영주차장,공영,노외,부산광역시 중구 대청동4가 2-119,78,0:00,0:00,0:00,0:00,0:00,0:00,10,100,10.0,100.0,부산광역시중구청,35.1075472,129.0296414
648,130-2-000007,부평 공영주차장,공영,노외,부산광역시 중구 부평동2가 18-2,85,0:00,0:00,0:00,0:00,0:00,0:00,10,700,10.0,700.0,부산광역시중구청,35.1013012,129.0261638
649,130-2-000008,신창 공영주차장,공영,노외,부산광역시 중구 신창동3가 39,44,0:00,0:00,0:00,0:00,0:00,0:00,10,700,10.0,700.0,부산광역시중구청,35.1024418,129.0286767
650,130-2-000009,자갈치 공영주차장,공영,노외,부산광역시 중구 남포동6가 118,149,0:00,0:00,0:00,0:00,0:00,0:00,10,700,10.0,700.0,부산광역시중구청,35.0964124,129.0260159
651,133-1-000001,토토볼링장앞,공영,노상,부산광역시 영도구 대평동1가 162-1,24,8:00,20:00,8:00,20:00,8:00,20:00,10,300,10.0,300.0,부산광역시 영도구청,35.0912001,129.0347581
652,133-1-000002,선용품유통센터앞,공영,노상,부산광역시 영도구 남항동2가 273-1,26,8:00,20:00,8:00,20:00,8:00,20:00,10,300,10.0,300.0,부산광역시 영도구청,35.0885089,129.0393541
653,133-1-000003,남항방파제,공영,노상,부산광역시 영도구 남항동3가 141-37,123,8:00,20:00,8:00,20:00,8:00,20:00,10,200,10.0,200.0,부산광역시 영도구청,35.08557280000001,129.0348482
654,133-1-000004,절영해안산책로앞,공영,노상,부산광역시 영도구 영선동4가 186-101,122,8:00,20:00,8:00,20:00,8:00,20:00,10,200,10.0,200.0,부산광역시 영도구청,35.081131,129.0412387
655,133-1-000005,봉래동물양장,공영,노상,부산광역시 영도구 봉래동1가 1,48,8:00,20:00,8:00,20:00,8:00,20:00,10,300,10.0,300.0,부산광역시 영도구청,35.0941569,129.0387414
656,133-1-000006,인제병원앞,공영,노상,부산광역시 영도구 봉래동1가 208-1,25,8:00,20:00,8:00,20:00,8:00,20:00,10,300,10.0,300.0,부산광역시 영도구청,35.0947873,129.0415362
657,133-1-000008,해양로변,공영,노상,부산광역시 영도구 청학동 1-54,24,8:00,20:00,8:00,20:00,8:00,20:00,10,100,10.0,100.0,부산광역시 영도구청,35.092216,129.0704761
658,133-1-000009,태종보세장치장옆,공영,노상,부산광역시 영도구 청학동 1-49,56,8:00,20:00,8:00,20:00,8:00,20:00,10,100,10.0,100.0,부산광역시 영도구청,35.0904487,129.0713501
659,133-1-000010,하늘전망대앞,공영,노상,부산광역시 영도구 동삼동 산149-4,28,8:00,20:00,8:00,20:00,8:00,20:00,10,100,10.0,100.0,부산광역시 영도구청,35.0739797,129.0541222
660,133-1-000011,하수종말처리장옆,공영,노상,부산광역시 영도구 동삼동 201-59,66,8:00,20:00,8:00,20:00,8:00,20:00,10,300,10.0,300.0,부산광역시 영도구청,35.0861876,129.0749428
661,133-1-000027,75광장앞,공영,노상,부산광역시 영도구 동삼동 628-1,19,8:00,20:00,8:00,20:00,8:00,20:00,10,100,10.0,100.0,부산광역시 영도구청,35.0718283,129.0576163
662,133-2-000012,남항시장,공영,노외,부산광역시 영도구 남항동2가 267,66,0:00,23:59,0:00,23:59,0:00,23:59,10,300,10.0,300.0,부산광역시 영도구청,35.088267,129.0407603
663,133-2-000013,신선하나,공영,노외,부산광역시 영도구 신선동1가 196-5,42,0:00,23:59,0:00,23:59,0:00,23:59,10,100,10.0,100.0,부산광역시 영도구청,35.0905763,129.0477732
664,133-2-000014,신선동,공영,노외,부산광역시 영도구 신선동2가 136-1,25,0:00,23:59,0:00,23:59,0:00,23:59,10,100,10.0,100.0,부산광역시 영도구청,35.0872047,129.0467815
